month,country,know_ini,ambig_ini,day,date,jul_start_date,jul_end_date,day_span,n_injurd,tar_gpol,event,posthoc,ev_type,linked,loc_type,ad_viol,weap_grd,n_killed_a,e_length,n_injurd_d,dam_prop,arrests,per_atk_i,per_atk_e,pub_order,retribution,sc_animosity,anti_gov_sentmnts,class_conflict,pol_desires,retain_power,eco_scarcity,pers_security,coup,coup_failed,region,weapon,duration,s_month,s_day,weekday
5,German Federal Repub,1,FALSE,18,5/18/1987,15456,15469,14,0,FALSE,TRUE,FALSE,4,TRUE,9,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,1,2,4,26,1
6,German Federal Repub,1,FALSE,16,6/16/1987,15492,15522,31,0,TRUE,TRUE,FALSE,1,TRUE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,6,1,2
6,German Federal Repub,1,FALSE,16,6/16/1987,15492,15522,31,0,FALSE,TRUE,FALSE,2,TRUE,2,FALSE,4,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,26,3,6,1,2
6,German Federal Repub,1,FALSE,16,6/16/1987,15492,15522,31,0,FALSE,TRUE,FALSE,4,FALSE,2,FALSE,NA,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,26,3,6,1,2
7,German Federal Repub,1,FALSE,8,7/8/1987,15461,15598,138,0,FALSE,TRUE,FALSE,2,FALSE,27,FALSE,2,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,6,3,5,1,6
9,German Federal Repub,5,FALSE,16,9/16/1987,15553,15644,92,0,FALSE,TRUE,FALSE,4,FALSE,25,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,8,1,7
1,German Federal Repub,1,FALSE,17,1/17/1988,15721,15722,2,0,FALSE,TRUE,FALSE,1,TRUE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,1,16,7
1,German Federal Repub,1,FALSE,17,1/17/1988,15721,15722,2,0,FALSE,TRUE,TRUE,4,TRUE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,1,1,16,7
9,German Federal Repub,5,FALSE,16,9/16/1988,15918,16009,92,0,FALSE,TRUE,FALSE,4,TRUE,4,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,7,31,1
2,German Federal Repub,1,FALSE,16,2/16/1989,16103,16133,31,0,FALSE,TRUE,FALSE,4,TRUE,5,FALSE,3,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,14,3,2,1,4
10,German Federal Repub,1,FALSE,26,10/26/1989,16367,16374,8,0,FALSE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,10,23,2
10,German Federal Repub,1,FALSE,6,10/6/1989,16349,16353,5,0,FALSE,TRUE,FALSE,1,FALSE,16,FALSE,1,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,10,5,5
10,German Federal Repub,1,FALSE,7,10/7/1989,16350,16353,4,0,FALSE,TRUE,FALSE,1,FALSE,16,FALSE,1,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,10,6,6
10,German Federal Repub,1,FALSE,13,10/13/1989,16332,16353,22,0,FALSE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,9,18,2
11,German Federal Repub,5,FALSE,16,11/16/1989,16377,16406,30,0,FALSE,TRUE,FALSE,2,FALSE,27,FALSE,4,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,19,2,11,2,5
11,German Federal Repub,1,FALSE,8,11/8/1989,16352,16415,64,0,FALSE,TRUE,FALSE,2,FALSE,21,FALSE,1,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,10,8,1
11,German Federal Repub,1,FALSE,8,11/8/1989,16352,16415,64,0,FALSE,TRUE,FALSE,2,FALSE,4,FALSE,2,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,5,3,10,8,1
12,German Federal Repub,1,FALSE,8,12/8/1989,16407,16420,14,3,FALSE,TRUE,FALSE,2,FALSE,14,FALSE,1,0,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,12,2,7
12,German Federal Repub,0,FALSE,12,12/12/1989,16416,16420,5,0,FALSE,TRUE,FALSE,2,FALSE,9,FALSE,2,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,7,1,12,11,2
12,German Federal Repub,0,FALSE,12,12/12/1989,16416,16420,5,0,FALSE,TRUE,FALSE,2,FALSE,4,FALSE,2,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,7,1,12,11,2
12,German Federal Repub,1,FALSE,6,12/6/1989,16410,16413,4,0,FALSE,TRUE,FALSE,2,FALSE,22,FALSE,3,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,26,1,12,5,3
12,German Federal Repub,1,FALSE,3,12/3/1989,16407,16410,4,0,TRUE,TRUE,FALSE,1,FALSE,21,FALSE,1,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,1,1,12,2,7
12,German Federal Repub,1,FALSE,3,12/3/1989,16407,16411,5,0,FALSE,TRUE,FALSE,4,TRUE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,12,2,7
12,German Federal Repub,1,FALSE,3,12/3/1989,16407,16411,5,0,FALSE,TRUE,FALSE,4,TRUE,2,FALSE,1,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,12,2,7
12,German Federal Repub,1,FALSE,4,12/4/1989,16408,16411,4,0,FALSE,TRUE,FALSE,2,TRUE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,12,3,1
12,German Federal Repub,1,FALSE,4,12/4/1989,16408,16411,4,0,FALSE,TRUE,FALSE,2,TRUE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,12,3,1
12,German Federal Repub,1,FALSE,3,12/3/1989,16407,16411,5,0,TRUE,TRUE,FALSE,1,TRUE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,12,2,7
3,German Federal Repub,1,FALSE,14,3/14/1990,16493,16496,4,0,FALSE,TRUE,FALSE,NA,TRUE,2,FALSE,1,12,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,2,26,2
3,German Federal Repub,1,FALSE,14,3/14/1990,16493,16496,4,0,FALSE,TRUE,FALSE,NA,TRUE,2,FALSE,1,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,2,26,2
11,German Federal Repub,1,FALSE,14,11/14/1990,16752,16755,4,260,FALSE,TRUE,FALSE,4,TRUE,9,FALSE,NA,0,2,10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,26,1,11,12,2
1,German Federal Repub,1,FALSE,14,1/14/1991,16812,16818,7,0,TRUE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,1,11,6
3,German Federal Repub,1,FALSE,23,3/23/1991,16880,16885,6,0,FALSE,TRUE,FALSE,4,FALSE,27,FALSE,1,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,3,20,4
7,German Federal Repub,1,FALSE,2,7/2/1991,16802,17138,337,68,FALSE,TRUE,FALSE,2,FALSE,2,FALSE,4,2,4,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,14,3,1,1,3
7,German Federal Repub,1,FALSE,2,7/2/1991,16802,17138,337,0,FALSE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,1,1,3
7,German Federal Repub,1,FALSE,2,7/2/1991,16802,17138,337,0,FALSE,TRUE,FALSE,1,FALSE,2,TRUE,1,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,1,1,3
7,German Federal Repub,5,FALSE,16,7/16/1991,16802,17166,365,0,FALSE,TRUE,FALSE,2,FALSE,27,FALSE,1,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,1,1,3
8,German Federal Repub,1,FALSE,16,8/16/1991,17025,17032,8,0,FALSE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,8,12,2
8,German Federal Repub,1,FALSE,16,8/16/1991,17025,17032,8,0,FALSE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,8,12,2
12,German Federal Repub,1,FALSE,15,12/15/1991,17131,17138,8,0,FALSE,TRUE,FALSE,2,TRUE,9,FALSE,2,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,7,2,11,26,3
12,German Federal Repub,1,FALSE,15,12/15/1991,17131,17138,8,0,FALSE,TRUE,TRUE,1,FALSE,2,FALSE,1,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,11,26,3
12,German Federal Repub,1,FALSE,3,12/3/1991,17107,17138,32,0,FALSE,TRUE,FALSE,2,FALSE,4,FALSE,3,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,26,3,11,2,7
12,German Federal Repub,1,FALSE,3,12/3/1991,17107,17138,32,0,FALSE,TRUE,TRUE,2,TRUE,4,FALSE,2,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,12,3,11,2,7
5,German Federal Repub,1,FALSE,9,5/9/1992,17287,17303,17,0,TRUE,TRUE,FALSE,1,FALSE,27,FALSE,1,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,4,30,5
7,German Federal Repub,1,FALSE,16,7/16/1992,17167,17531,365,0,FALSE,TRUE,FALSE,4,FALSE,27,FALSE,NA,12,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,26,3,1,1,4
7,German Federal Repub,1,FALSE,16,7/16/1992,17167,17531,365,0,FALSE,TRUE,FALSE,2,FALSE,2,FALSE,4,0,4,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,10,3,1,1,4
7,German Federal Repub,1,FALSE,16,7/16/1992,17167,17531,365,0,FALSE,TRUE,FALSE,2,TRUE,2,FALSE,4,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,10,3,1,1,4
8,German Federal Repub,1,FALSE,27,8/27/1992,17402,17408,7,0,FALSE,TRUE,FALSE,2,FALSE,2,FALSE,2,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,12,1,8,23,1
8,German Federal Repub,1,FALSE,16,8/16/1992,17379,17409,31,0,FALSE,TRUE,FALSE,2,FALSE,2,FALSE,1,0,4,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,1,3,7,31,6
9,German Federal Repub,0,FALSE,16,9/16/1992,17410,17439,30,0,FALSE,TRUE,FALSE,2,TRUE,27,FALSE,4,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,10,2,8,31,2
9,German Federal Repub,1,FALSE,17,9/17/1992,17422,17429,8,0,FALSE,TRUE,FALSE,1,FALSE,4,FALSE,1,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,1,2,9,12,7
9,German Federal Repub,1,FALSE,18,9/18/1992,17401,17421,21,0,TRUE,TRUE,TRUE,4,FALSE,9,FALSE,1,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,2,8,22,7
9,German Federal Repub,1,FALSE,7,9/7/1992,17379,17421,43,0,FALSE,TRUE,FALSE,4,TRUE,9,FALSE,1,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,7,31,6
10,German Federal Repub,1,FALSE,16,10/16/1992,17440,17470,31,0,FALSE,TRUE,FALSE,2,FALSE,9,FALSE,3,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,26,3,9,30,4
5,German Federal Repub,1,FALSE,13,5/13/1993,17655,17676,22,0,TRUE,TRUE,FALSE,1,FALSE,14,FALSE,1,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,5,3,2
6,German Federal Repub,1,FALSE,16,6/16/1993,17533,17837,305,0,FALSE,TRUE,FALSE,4,FALSE,27,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,1,1,6
6,German Federal Repub,1,FALSE,15,6/15/1993,17682,17685,4,0,FALSE,TRUE,TRUE,2,TRUE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,5,30,1
7,German Federal Repub,1,FALSE,16,7/16/1993,17533,17898,366,0,FALSE,TRUE,FALSE,2,FALSE,27,FALSE,1,5,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,1,1,6
8,German Federal Repub,1,FALSE,7,8/7/1993,17746,17757,12,0,FALSE,TRUE,FALSE,2,FALSE,2,FALSE,3,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,14,2,8,2,2
7,German Federal Repub,1,FALSE,16,7/16/1995,18263,18627,365,0,FALSE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,1,1,1
7,German Federal Repub,1,FALSE,16,7/16/1995,11689,12054,366,0,FALSE,TRUE,FALSE,2,FALSE,13,FALSE,1,0,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,1,1,7
8,German Federal Repub,1,FALSE,16,8/16/1995,18475,18505,31,0,FALSE,TRUE,FALSE,4,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,8,1,3
1,German Federal Repub,1,FALSE,17,1/17/1996,18641,18647,7,0,FALSE,TRUE,FALSE,2,TRUE,28,FALSE,2,10,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,12,1,1,14,1
3,German Federal Repub,2,TRUE,17,3/17/1996,18702,18703,2,0,FALSE,TRUE,FALSE,2,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,1,1,3,15,6
6,German Federal Repub,5,FALSE,22,6/22/1996,18792,18807,16,0,FALSE,TRUE,FALSE,2,FALSE,22,FALSE,5,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,21,2,6,13,5
7,German Federal Repub,1,FALSE,24,7/24/1996,18829,18834,6,0,FALSE,TRUE,FALSE,2,FALSE,2,FALSE,4,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,10,1,7,20,7
7,German Federal Repub,5,FALSE,16,7/16/1996,9862,10226,365,0,FALSE,TRUE,FALSE,2,FALSE,2,FALSE,1,3,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,1,3,1,1,7
2,German Federal Repub,1,FALSE,17,2/17/1997,19040,19041,2,0,FALSE,TRUE,FALSE,1,TRUE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,2,16,1
2,German Federal Repub,1,FALSE,17,2/17/1997,19040,19041,2,0,FALSE,TRUE,TRUE,1,TRUE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,2,16,1
7,German Federal Repub,1,FALSE,16,7/16/1997,18994,19359,366,0,FALSE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,1,1,4
9,German Federal Repub,0,FALSE,16,9/16/1997,19238,19267,30,0,FALSE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,9,2,3
10,German Federal Repub,1,FALSE,16,10/16/1998,19602,19693,92,0,FALSE,TRUE,FALSE,4,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,1,3,9,1,3
2,German Federal Repub,1,FALSE,11,2/11/1999,19755,19774,20,0,TRUE,TRUE,FALSE,1,TRUE,2,FALSE,2,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,12,2,2,1,2
5,German Federal Repub,1,FALSE,4,5/4/1999,19814,19849,36,0,FALSE,TRUE,FALSE,NA,TRUE,27,FALSE,1,0,4,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,3,4,1,5
10,German Federal Repub,5,FALSE,2,10/2/1999,19997,19999,3,0,FALSE,TRUE,FALSE,2,TRUE,2,FALSE,3,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,26,1,10,1,6
10,German Federal Repub,1,FALSE,2,10/2/1999,19997,19999,3,0,FALSE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,10,1,6
8,German Federal Repub,5,FALSE,13,8/13/2000,20301,20325,25,9,FALSE,TRUE,FALSE,2,FALSE,2,FALSE,4,0,1,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,18,2,7,31,2
5,German Federal Repub,1,FALSE,14,5/14/2001,20567,20581,15,0,FALSE,TRUE,FALSE,1,FALSE,27,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,4,23,2
5,German Federal Repub,1,FALSE,14,5/14/2001,20567,20581,15,0,FALSE,TRUE,FALSE,1,FALSE,27,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,4,23,2
9,German Federal Repub,1,FALSE,17,9/17/2001,20709,21085,377,0,FALSE,TRUE,FALSE,1,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,9,12,4
5,German Federal Repub,1,FALSE,10,5/10/2002,20879,21018,140,0,FALSE,TRUE,FALSE,2,FALSE,27,FALSE,1,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,3,1,6
7,German Federal Repub,1,FALSE,16,7/16/2002,20820,21184,365,0,FALSE,TRUE,FALSE,1,FALSE,14,FALSE,1,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,1,1,3
9,German Federal Repub,1,FALSE,4,9/4/2002,21063,21069,7,0,FALSE,TRUE,FALSE,2,FALSE,22,FALSE,4,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,10,1,9,1,1
1,German Federal Repub,1,FALSE,1,1/1/2003,21185,21550,366,0,FALSE,TRUE,FALSE,4,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,3,1,1,4
3,German Federal Repub,1,FALSE,16,3/16/2003,21185,21305,121,0,FALSE,TRUE,FALSE,2,TRUE,2,FALSE,4,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,18,3,1,1,4
5,German Federal Repub,1,FALSE,16,5/16/2003,21185,21427,243,0,FALSE,TRUE,FALSE,1,FALSE,27,FALSE,1,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,1,1,4
6,German Federal Repub,1,FALSE,18,6/18/2003,21221,21487,267,0,FALSE,TRUE,FALSE,4,FALSE,2,FALSE,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,3,2,6,5
